yanıt sayısı,yeniden gönderi sayısı,beğeni sayısı,yer işareti sayısı,görüntülenme sayısı,user_name,nick,date,Tweet,Tweet_Preprocessed,sentiment,score,Ner_results
9,105,390,28,12385,@pawelwargan,Paweł Wargan,2s,These Olympic Games are proving to be a disgrace exclusively because the increasingly-isolated colonial West is treating its Global South guests — from Algeria to China — with levels of incivility and arrogance that besmirch the very spirit of the Olympics.,these olymp game are prove to be a disgrac exclus becaus the increasinglyisol coloni west is treat it global south guest from algeria to china with level of incivil and arrog that besmirch the veri spirit of the olymp,negative,0.6552038788795471,"[{'entity': 'MISC', 'word': 'Olympic Games'}, {'entity': 'LOC', 'word': 'West'}, {'entity': 'LOC', 'word': 'Global South'}, {'entity': 'LOC', 'word': 'Algeria'}, {'entity': 'LOC', 'word': 'China'}]"
42,46,165,7,6590,@unhealthytruth,Erin Elizabeth Health Nut News,2s,Valentina and I have had some public disagreements but other times I agree with her. What do you think about what she says here about men in the Olympics who say they are trans getting to hit women in boxing? Agree or don’t agree?,valentina and i have had some public disagr but other time i agre with her what do you think about what she say here about men in the olymp who say they are tran get to hit women in box agre or dont agre,neutral,0.8461023569107056,"[{'entity': 'PER', 'word': 'Vale'}, {'entity': 'PER', 'word': '##ntina'}]"
8,40,662,10,16427,@fendii_30,fendi,2s,Olympic gold is one of the highest honors for an athlete and Messi fans barely prop it lol,olymp gold is one of the highest honor for an athlet and messi fan bare prop it lol,positive,0.5832899808883667,"[{'entity': 'MISC', 'word': 'Olympic'}]"
25,84,592,1,31762,@RonFilipkowski,Ron Filipkowski,2s,"Weirdo Trump went from thinking a nicked ear was going to win the election for him to an Algerian boxer bailing him out. 

Maybe he should run for Chair of the International Olympic Committee if that’s what he wants to fix.",weirdo trump went from think a nick ear was go to win the elect for him to an algerian boxer bail him out mayb he should run for chair of the intern olymp committe if that what he want to fix,negative,0.7319023609161377,"[{'entity': 'PER', 'word': 'Trump'}, {'entity': 'MISC', 'word': 'Algerian'}]"
61,55,511,8,36704,@JillianMichaels,Jillian Michaels,2s,"I am aware that Imane fought in the 2020 Olympics.  That said, she failed to meet gender eligibility tests at the Women's World Boxing Championships because testing revealed she had. XY chromosomes.  Now, assuming I'm crazy I can point to Fallon Fox, a transgender fighter, who fractured her biological female opponents orbital bone.  So - how bout that one. Does that seem safe or fair?  This isn't about transphobia it's about common sense.  And if we are willing to admit this needs to be discussed then maybe we can start to find solutions for inclusion and an equal playing field as each sport is different.",i am awar that iman fought in the 2020 olymp that said she fail to meet gender elig test at the women world box championship becaus test reveal she had xy chromosom now assum im crazi i can point to fallon fox a transgend fighter who fractur her biolog femal oppon orbit bone so how bout that one doe that seem safe or fair this isnt about transphobia it about common sens and if we are will to admit this need to be discuss then mayb we can start to find solut for inclus and an equal play field as each sport is differ,negative,0.5150996446609497,"[{'entity': 'PER', 'word': 'Iman'}, {'entity': 'PER', 'word': '##e'}, {'entity': 'MISC', 'word': '2020'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'MISC', 'word': ""Women ' s World Boxing Championships""}, {'entity': 'MISC', 'word': 'X'}]"
200,177,888,20,35010,@winstonpeters,Winston Peters,2s,"This is why NZFirst fought for gender rules in sports to be in our coalition agreement - for fairness and safety in women’s sports. 

All the virtue signalling disintegrates when an Olympic female boxer takes two hits from an opponent who previously failed a gender test, abandons the match, and sobs in the middle of the ring. 

It’s a shocking example of why biological men should not compete in women’s sports. 

It isn’t about being anti anyone or anything. It’s about safety and fairness in sports.",this is whi nzfirst fought for gender rule in sport to be in our coalit agreement for fair and safeti in women sport all the virtu signal disintegr when an olymp femal boxer take two hit from an oppon who previous fail a gender test abandon the match and sob in the middl of the ring it a shock exampl of whi biolog men should not compet in women sport it isnt about be anti anyon or anyth it about safeti and fair in sport,negative,0.5205180048942566,"[{'entity': 'ORG', 'word': 'NZFirst'}]"
13,83,396,2,32401,@ndrew_lawrence,Andrew Lawrence,2s,"every single conservative take about the olympics from the opening ceremony until today has been about trans people, its so freaking bizarre",everi singl conserv take about the olymp from the open ceremoni until today has been about tran peopl it so freak bizarr,neutral,0.6175787448883057,[]
9,1000,1163,98,48075,@BA_Malaysia,BAM,2s,"#Olympics | QF & SF

Day 
 RTM Klik

#Paris2024 
#Badminton
#DemiMalaysia",qf sf day rtm klik,neutral,0.8543259501457214,"[{'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'MISC', 'word': 'SF'}, {'entity': 'ORG', 'word': 'RTM'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'ORG', 'word': 'Bad'}]"
9,37,300,3,5187,@OlympicEsporte,Olympic Esporte,2s,"Gabriel Medina na Semifinal Olímpica mais uma vez

Medina 14.77 x 9.33 Chianca

Surf nas Olimpíadas #Olympics 
#Paris2024 #OlympicGames",gabriel medina na semifin olímpica mai uma vez medina 1477 x 933 chianca surf nas olimpíada,neutral,0.8874195218086243,"[{'entity': 'PER', 'word': 'Gabriel Medina'}, {'entity': 'MISC', 'word': 'Olímpicaz'}, {'entity': 'PER', 'word': 'Medina'}, {'entity': 'LOC', 'word': 'Chiancaf nas'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'LOC', 'word': 'Paris'}]"
31,75,266,9,4620,@CherylWroteIt,Cheryl E,2s,"What took place in the Olympics today with Angela Carini being punched by a man is a tragedy. Women have fought so hard for so long to achieve equal rights to men. 

It’s also important to remember that what took place today at the Olympics happens every day to Muslim women forced to live under sharia law. Like Angela Carini, Muslim women get punched and beaten by their husbands while the world stands by and allows it. 

To every single feminist and woman who supports this crime against nature and does not speak up against it, you represent everything that is wrong and broken in our society. 

No woman should ever need to compete against a man in a woman’s sport, especially not in a sport like boxing. No woman should ever be allowed to be left helpless and beaten by their husbands because of a cult or religion they’re forced to live under. It defies all logic that this is happening in 2024. And it beggars belief that there are people pretending to be world leaders that stand idly by and actually support this. 

#IStandbyAngelaCarini",what took place in the olymp today with angela carini be punch by a man is a tragedi women have fought so hard for so long to achiev equal right to men it also import to rememb that what took place today at the olymp happen everi day to muslim women forc to live under sharia law like angela carini muslim women get punch and beaten by their husband while the world stand by and allow it to everi singl feminist and woman who support this crime against natur and doe not speak up against it you repres everyth that is wrong and broken in our societi no woman should ever need to compet against a man in a woman sport especi not in a sport like box no woman should ever be allow to be left helpless and beaten by their husband becaus of a cult or religion theyr forc to live under it defi all logic that this is happen in 2024 and it beggar belief that there are peopl pretend to be world leader that stand idl by and actual support this,negative,0.6475847363471985,"[{'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'Angela Carini'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'MISC', 'word': 'Muslima'}, {'entity': 'PER', 'word': 'Angela Carini'}, {'entity': 'MISC', 'word': 'Muslim'}, {'entity': 'PER', 'word': 'IS'}]"
15,75,315,9,17848,@TheInsiderPaper,Insider Paper,2s,"JUST IN - Trump says he will keep men out of women's sports, posts today's olympic fight video",just in trump say he will keep men out of women sport post today olymp fight video,neutral,0.786202073097229,[]
11,42,232,2,13032,@JonAlba,Jon Alba,2s,"Hilariously misinformed people who have no understanding of the absurdly intense guidelines that go into Olympic qualifying carry massive sway in directing vitriol towards an undeserving person and undeserving group of people.

Sounds about right.",hilari misinform peopl who have no understand of the absurd intens guidelin that go into olymp qualifi carri massiv sway in direct vitriol toward an undeserv person and undeserv group of peopl sound about right,negative,0.7929298877716064,[]
28,78,669,27,61436,@OlympicsContext,NO CONTEXT OLYMPICS,2s,Yoshiaki Oiwa took this selfie with his horse after Japan secured its first equestrian medal in 92 years.,yoshiaki oiwa took this selfi with his hors after japan secur it first equestrian medal in 92 year,neutral,0.8604657053947449,"[{'entity': 'PER', 'word': 'Yoshiaki Oiwa'}]"
3,44,266,61,9910,@Angle_wix,BR°kēñ,2s,The greatest race in Olympics ,the greatest race in olymp,positive,0.9410894513130188,[]
419,345,1728,15,107653,@laurenboebert,Lauren Boebert,2s,"Wanting to compete in the Olympics without being beaten up by a biological male is not discrimination.

Angela could have been seriously injured and this is the response the IOC gives?

They should be absolutely ashamed of themselves.",want to compet in the olymp without be beaten up by a biolog male is not discrimin angela could have been serious injur and this is the respons the ioc give they should be absolut asham of themselv,negative,0.7172482013702393,"[{'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'Angela'}]"
3,22,185,3,2866,@vinayakkm,Vinayakk,2s,"I'm just a random person with no actual connection to the #Olympics, and yet I am unable to sleep. Just wonder what Satwik-Chirag, Nikhat, HSP, PV Sindhu, Sift and all are going through. must be so gut wrenching.",im just a random person with no actual connect to the and yet i am unabl to sleep just wonder what satwikchirag nikhat hsp pv sindhu sift and all are go through must be so gut wrench,negative,0.8145601153373718,"[{'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'Satwi'}, {'entity': 'PER', 'word': 'Chirag'}, {'entity': 'PER', 'word': 'Nikhat'}, {'entity': 'PER', 'word': 'HSP'}, {'entity': 'PER', 'word': 'P Sindhu'}]"
18,17,432,8,20199,@ManagerTactical,Tactical Manager,2s,"USMNT  sickos, this Friday we are smoking that Moroccan pack  for breakfast.

No coffee, no morning … straight to it  in the Olympics!",usmnt sicko this friday we are smoke that moroccan pack for breakfast no coffe no morn straight to it in the olymp,neutral,0.4571099877357483,"[{'entity': 'ORG', 'word': 'USMNT'}, {'entity': 'MISC', 'word': 'Moroccan'}]"
18,97,267,1,2002,@RepHageman,Rep. Harriet Hageman,2s,"In markup of the Protection of Women in Olympic & Amateur Sports Act, I made clear that allowing men to compete as women erases our female athletes. I specifically mentioned boxing-and now we see the sad      results. Men punching women is wrong every time",in markup of the protect of women in olymp amateur sport act i made clear that allow men to compet as women eras our femal athlet i specif mention boxingand now we see the sad result men punch women is wrong everi time,negative,0.6294564008712769,[]
30,228,3665,98,54797,@brndxix,brandon*,2s,“the 2024 olympics are the worst olympics in history”,the 2024 olymp are the worst olymp in histori,negative,0.9521530270576477,[]
75,126,730,13,22013,@CarlZha,Carl Zha,2s,"How come no American ranked in shooting?

They need to add a mass-shooting category in the Olympics!",how come no american rank in shoot they need to add a massshoot categori in the olymp,negative,0.678367018699646,"[{'entity': 'MISC', 'word': 'American'}]"
285,615,5718,181,263156,@SStricklandMMA,Sean Strickland,2s,Here's the facts. The Olympics didn't test this boxer for political reasons. This boxer has failed a gender test in the past. The boxer may be intersex.. This situation was created because the Olympics failed their athletes and their fans out of political wokeness.,here the fact the olymp didnt test this boxer for polit reason this boxer has fail a gender test in the past the boxer may be intersex this situat was creat becaus the olymp fail their athlet and their fan out of polit woke,negative,0.6943987607955933,"[{'entity': 'MISC', 'word': 'Olympics'}]"
285,615,5727,181,263972,@SStricklandMMA,Sean Strickland,2s,Here's the facts. The Olympics didn't test this boxer for political reasons. This boxer has failed a gender test in the past. The boxer may be intersex.. This situation was created because the Olympics failed their athletes and their fans out of political wokeness.,here the fact the olymp didnt test this boxer for polit reason this boxer has fail a gender test in the past the boxer may be intersex this situat was creat becaus the olymp fail their athlet and their fan out of polit woke,negative,0.6943987607955933,"[{'entity': 'MISC', 'word': 'Olympics'}]"
6,20,267,2,11029,@TeamCanada,Team Canada,2s," @felixtennis
 has roared into the history books  as Canada’s most successful singles tennis player at an Olympic Games, reaching the semifinals at #Paris2024! ",has roar into the histori book as canada most success singl tenni player at an olymp game reach the semifin at,positive,0.7631688117980957,"[{'entity': 'PER', 'word': 'fnis'}, {'entity': 'LOC', 'word': 'Canada'}, {'entity': 'MISC', 'word': 'Olympic Games'}]"
105,519,2734,19,49929,@ananavarro,Ana Navarro-Cárdenas,3s,"ICYMI:

Earlier this week, MAGA was outraged over French drag-queens mocking the Last Supper, except it wasn’t based on the Last Supper.

Now, they’re outraged over a “transgender woman” Olympic boxer, except she was born a biological woman.

Give ‘em a gold medal for homophobia.",icymi earlier this week maga was outrag over french dragqueen mock the last supper except it wasnt base on the last supper now theyr outrag over a transgend woman olymp boxer except she was born a biolog woman give em a gold medal for homophobia,negative,0.7977776527404785,"[{'entity': 'ORG', 'word': 'ICYMI'}, {'entity': 'ORG', 'word': 'MAGA'}, {'entity': 'MISC', 'word': 'French'}, {'entity': 'MISC', 'word': 'Last Supper'}, {'entity': 'MISC', 'word': 'Last Supper'}]"
104,778,2362,110,85659,@VigilantFox,The Vigilant Fox,3s,"Megyn Kelly ERUPTS Over Olympic Games Boxing Fiasco

“We have just witnessed... a woman in a fight with a boxer who was not allowed to compete against women last year because it's a MAN!”

“Look at this below. Look at that. Walloped her.”

Kelly says, “I don’t give a sh*t!” if Imane Khelif identifies as a woman because “You're a MAN! For athletic purposes and other purposes.”

“The outcome was beyond predictable for anyone with common sense. It took 46 seconds for the woman, his opponent [Angela Carini] from Italy, to withdraw from the fight in tears.”

“This poor boxer retreated to the corner yelling, ‘This is unjust!’ as her Olympic dream came crashing down thanks to a weak-kneed International Olympic Committee that allowed this to happen.”",megyn kelli erupt over olymp game box fiasco we have just wit a woman in a fight with a boxer who was not allow to compet against women last year becaus it a man look at this below look at that wallop her kelli say i dont give a sht if iman khelif identifi as a woman becaus your a man for athlet purpos and other purpos the outcom was beyond predict for anyon with common sens it took 46 second for the woman his oppon angela carini from itali to withdraw from the fight in tear this poor boxer retreat to the corner yell this is unjust as her olymp dream came crash down thank to a weakkne intern olymp committe that allow this to happen,negative,0.7646599411964417,"[{'entity': 'PER', 'word': 'Meg'}, {'entity': 'PER', 'word': '##yn Kelly'}, {'entity': 'MISC', 'word': 'Olympic Gamesasco'}, {'entity': 'PER', 'word': '”'}, {'entity': 'PER', 'word': 'Kelly'}, {'entity': 'PER', 'word': 'I'}, {'entity': 'PER', 'word': '##e Khelif'}, {'entity': 'PER', 'word': 'Angela Carini'}, {'entity': 'LOC', 'word': 'Italy'}, {'entity': 'MISC', 'word': 'Olympic'}]"
