,yanıt sayısı,yeniden gönderi sayısı,beğeni sayısı,yer işareti sayısı,görüntülenme sayısı,user_name,nick,date,Tweet
158,2,36,277,4,5113,@AUSOlympicTeam,AUS Olympic Team,3s,"The women’s 4x200m freestyle relay crown is back in Australian hands after a masterful anchor leg from Ariarne Titmus delivered an Olympic record victory at Paris La Défense Arena.

Read more  https://teama.us/xo

#AllezAUS | 
@SwimmingAUS
 | 
@DolphinsAUS"
159,46,32,792,43,72513,@iqkev,iqkev,3s,"""if the person has male level Testosterone and XY chromosomes regardless it's unsafe for others.""

xQc speaks on the Olympics allowing Imane Khelif to fight amongst women"
160,107,267,600,11,20271,@CitizenFreePres,Citizen Free Press,3s,"Attention Olympics committee and American voters. This is the biological male boxer who is competing in the Olympics as a woman.

Kamala Harris and Democrats support this violence against women.

Remember this and vote for Trump and republicans in November."
161,17,72,484,5,12551,@mattzarb,Matt Zarb-Cousin,3s,"You train every day for years to realise your Olympic gold ambition, you achieve it, and the billionaire Harry Potter author calls you a man. All in the name of feminism. This is the logical conclusion of transphobia: terfs deciding who is womanly enough to be considered a woman"
162,80,387,1447,24,23403,@OliLondonTV,Oli London,3s,"Fundraiser launched for Italian women’s boxer Angela Carini, raising over $30,000 within hours. 

Congresswoman 
@laurenboebert
 launched the fund, which has a $196,000 target to go directly to the athlete, after she was beaten by a biological male competitor at the Paris Olympics. 

“Angela worked her entire life to reach the very top of her sport, and her chance at Olympic glory was stolen.”

The fund matches the $196,000 the Italian government pays its athletes who win a gold medal. "
164,35,230,820,34,24498,@DrEliDavid,Dr. Eli David,3s,South Park predicted #Paris2024 Olympics
165,15,36,200,1,8006,@choeshow,Jonathan Choe,3s,This photo sums up the Paris Olympics.
166,26,208,965,15,43320,@XXL,XXL Magazine,3s,Flavor Flav steps in to pay Olympic athlete Veronica Fraley’s rent after her post about not being able to afford it.
167,33,128,1412,9,20352,@Olympic_Israel,Team Israel,3s,Good night Paris 
168,9,53,318,7,6175,@NotKennyRogers,NotKennyRogers,3s,"In 44 short years, the Olympics went from ""Do you believe in miracles?"" to ""Can you believe that dude just beat up a chick?"""
169,32,47,505,19,21827,@TripleHHHPaulL,Triple H’s Thoughts,3s,For reference: #WWERaw was on an entirely different network and was still #1 head-to-head on cable vs the Olympics. 
170,17,237,5324,49,60728,@1Gymnastics,萱 和磨 kazuma kaya,3s,"セレブレーションパーティー
少しずつ実感が湧いてきました。
たくさんの方々に祝福されて感謝の気持ちでいっぱいです！
Celebration party 
I now feel like I'm gold medalist. 
I'm so grateful for all the congratulations from so many people!
#体操
#パリ2024  
#TEAMJAPAN  
#Olympics"
171,43,60,451,11,12689,@aziz0nomics,John Aziz,3s,"I'm going to say that if you believe that Algeria has a transgender athlete competing for them in the Olympics, you don't know much about Algeria."
173,66,608,3277,39,64204,@alesalgado,Alexandra Salgado O.,3s,"#Paris2024 ALONSO CORREA a semifinales!!!
ESTÁ ENTRE LOS 4 PRIMEROS HISTÓRICO!!!
VAMOS CARAJO!!!
#Surfing #Olympics"
174,3,13,1171,14,19199,@FrizzellH,HF,3s,The Olympics is full of people who were born with rare genetic advantages which they trained extremely hard to maximize...
175,10,21,208,2,6699,@a5medv,Ahmedöv,3s,"People would rather spread misinformation instead of simply doing cursory research. The way these grifters and concern trolls are acting, you’d think Imane Khelif was just Mike Tysoning dainty women left and right.

She has NINE losses. She was in the last Olympics and didn’t win anything! Only 11% of her victories are knock outs! Shes from a country where you’re not even allowed to transition if you wanted to. 

To the hateful and ignorant this doesn’t matter and they don’t know that because they found out who this was recently, and Khelif is just someone to be used in the culture war.

#cpd"
176,37,1097,5523,92,69137,@KatyMontgomerie,Katy Montgomerie,3s,"So there's an actual child rapist at the Olympics and JK Rowling set the entire far right on... *checks notes*... a woman who took up boxing to defend her mother

Gender Critical is a danger to women and a shield for misogynists"
177,35,52,322,5,48120,@NBCOlympics,NBC Olympics & Paralympics,3s,"Olympic legends compete on the BIGGEST stage. 

Watch a golden edition of Primetime in Paris at 8/7c on NBC and Peacock. #ParisOlympics"
178,73,1437,3554,373,415461,@ReduxxMag,REDUXX,3s,"(Continued from above)

Yesterday, the International Boxing Association released an eleventh hour statement which definitively established that Khelif was not eligible to compete in women's boxing. 

Khelif, along with Taiwan's Lin Yu-Ting, had been previously disqualified from"
179,82,146,697,20,20685,@SuppressedNws,Suppressed News.,3s,"Imagine how Imane Khelif is feeling now and the damage that ignorant idiots caused just because she was born a woman with DSD.

The same idiots who never spoke about an actual transgender American in Olympics. 

SHE is a WOMAN. 

SHE is a CHAMPION. 

YOU can go fvck yourself."
180,3,45,216,6,1891,@doctor_cabral,cabral,3s,"Imane Khelif isn’t trans, and she’s not even that great of a boxer. She competed in previous Olympics and didn’t medal. That Italian cop just sucks ass and got her shit beat in. Hope this helps."
181,118,721,4931,951,590529,@historyinmemes,Historic Vids,3s,"The ""Dead Loop"" of Olga Korbut, also known as the Korbut Flip, was a daring gymnastics move performed by the Soviet gymnast Olga Korbut at the 1972 Munich Olympics. This maneuver involved Korbut standing on the high bar, performing a backflip, and then regrasping the bar. It was a display of incredible skill and athleticism, showcasing Korbut's prowess as a gymnast.

However, the Dead Loop was banned shortly after the 1972 Olympics due to its high level of danger. The move required precise timing and execution, and a slight miscalculation could result in severe injury or even death. The International Gymnastics Federation (FIG) decided to ban the Dead Loop to prioritize the safety of gymnasts.

Despite its ban, the Dead Loop remains a significant moment in Olympic history and is remembered for Olga Korbut's exceptional performance."
182,118,727,4942,951,591480,@historyinmemes,Historic Vids,3s,"The ""Dead Loop"" of Olga Korbut, also known as the Korbut Flip, was a daring gymnastics move performed by the Soviet gymnast Olga Korbut at the 1972 Munich Olympics. This maneuver involved Korbut standing on the high bar, performing a backflip, and then regrasping the bar. It was a display of incredible skill and athleticism, showcasing Korbut's prowess as a gymnast.

However, the Dead Loop was banned shortly after the 1972 Olympics due to its high level of danger. The move required precise timing and execution, and a slight miscalculation could result in severe injury or even death. The International Gymnastics Federation (FIG) decided to ban the Dead Loop to prioritize the safety of gymnasts.

Despite its ban, the Dead Loop remains a significant moment in Olympic history and is remembered for Olga Korbut's exceptional performance."
183,3,15,234,3,7182,@LilahRPGtt,Lilah TheyPG,4s,The IBA were banned by the IOC due to corruption including match fixing. But y'all are so focused on that instead of every competition these women have competed in and passed tests for including the Olympics they're cleared to compete in.
184,34,40,290,6,4838,@Mr_Andrew_Fox,Andrew Fox,4s,"I’m still not watching the Olympics but I follow the news. I’m not sure it’s the best look for a sports competition to have that ghastly opening ceremony, testosterone-advantaged boxers battering women in the ring, and a child rapist playing volleyball for the Netherlands."
185,6,4,238,5,15606,@PcPhilanthropy,PC Philanthropy,4s,This should be an Olympic sport
186,7,422,5302,67,122561,@GymCastic,GymCastic,4s,The first all women of color Olympic all around podium in history!
187,257,367,12513,257,478129,@MKBHD,Marques Brownlee,4s,"Something about this Olympics feels like it's connecting the mainstream world with the social media world really well. Hard to put my finger on it, but seeing athletes posting on social and then delivering in the games is so sick"
188,14,169,1351,13,36774,@usavolleyball,USA Volleyball,4s,"Rain delay, no problem. TKN WIN!

Taryn Kloth and Kristen Nuss finish pool play undefeated after a 2-1 (15-21, 21-16, 15-12) win over China’s Xue/X. Y. Xia at Olympic Games in Paris.

#ParisOlympics #Paris2024 #beachvolleyball"
189,18,70,395,7,17090,@leng_cath,Cath Leng,4s,"‘As with previous Olympic boxing competitions, the gender and age of the athletes are based on their passport’

This is just about the stupidest thing I’ve read this year. You can change your passport for no effort.  This is so stupid."
190,54,651,3494,72,57365,@UjuAnya,Uju Anya,4s,"Tomorrow, I will begin my career as a 5’5” Olympic basketball player by calling a press conference and crying how tall women have a biological advantage over me."
191,36,54,421,26,19588,@mhjd_85,Meagan Duhamel,4s,"Figure skating. Let’s imagine at the Olympics, in every discipline, there’s an overall champion. A spinning champion. A jumping champion. A footwork champion. Etc. etc. It only seems fair since other sports get so many opportunities to compete."
192,7,22,174,5,68142,@BBCSport,BBC Sport,4s,"The USA made moves today

#Paris2024 #Olympics"
194,73,35,262,1,61398,@FoxNews,Fox News,4s,Pat McAfee says men have 'clear advantage' in sports amid Imane Khelif Olympics controversy
195,7,31,333,22,12994,@momoworldview,momo看世界,4s,"1/6
Pan Zhanle, Olympic champion, and current world record holder of the 100 metre freestyle event, expressed his views on the Olympic gold medal he won yesterday to the media. He said that this gold medal does not mean much to him personally, cos his life will continue as usual,"
196,2,24,262,1,7176,@RabalaisAdv,Scott Rabalais,4s,"Finally it's final:
Kristen Nuss and Taryn Kloth rally for a 15-21, 21-16, 15-12 win over China.
The former #LSU stars win Pool B with a 3-0 record.
They'll play Sunday in the Round of 16, single elimination. 
#Olympics"
197,15,27,410,22,84479,@BBCSport,BBC Sport,4s,"""I have four children below the age of eight, lie ins don't happen."" 

There won't be any cocktails on the Champs-Elysees for Andy Murray unfortunately 

#Paris2024 #Olympics"
198,32,68,314,3,8651,@EssexPR,Adam Brooks AKA EssexPR,4s,"This Olympics has seen a warped, weird, perverted, demonic & offensive opening ceremony

This Olympics has platformed a convicted paedophile & child rapist

This Olympics has allowed biological men to punch the lights out of women in the women’s boxing event

This Olympics is a farce."
199,60,55,382,18,26725,@oldmanebro,the Old Man Ebro,4s,"So been reading on this Algerian boxer story today, when would Algeria allow a trans woman to represent their country at the Olympics?

Isn’t transitioning illegal there?

Also that woman boxed last year and no one said anything?

Can someone explain?"
200,2,41,394,10,2906,@hoecedes,vio⁴⁴,4s,"“let me watch the olympics to take a break from F1”

the olympics:"
201,51,52,844,4,64872,@AB84,AB,4s,"Newest member of the WBB Olympic team 

#CTESPN"
202,13,28,174,4,35004,@NBCOlympics,NBC Olympics & Paralympics,4s,"Simone Biles and Suni Lee look to SHINE in the spotlight. 

Watch them compete during Primetime in Paris at 8/7c on NBC and Peacock."
203,56,223,610,28,29134,@RaymondArroyo,Raymond Arroyo,4s,Olympic Swimmers vomit on TV after being made to compete in the polluted Seine. This may the most bizarre and mishandled #OlympicGames ever!
204,5,84,227,19,38489,@THR,The Hollywood Reporter,4s,Tom Cruise to Skydive in Paris Olympics Closing Ceremony
205,2,2,289,9,14484,@nwroir,Nour,4s,An openly gay person couldn’t live normally here without risks of violence or imprisonment and they are talking about a transgender? At the Olympics? Presenting the country.. a Muslim country??
206,10,40,371,3,6929,@Komaniecki_R,Robert Komaniecki,4s,"Okay I’m late to the Olympic chatter, but from what I can tell, JK Rowling, who is ostensibly gravely concerned about women’s safety from men, is raising the alarm about a cïsgender female boxer and NOT the male convicted child rapist playing volleyball?"
207,15,37,373,8,8124,@Kanthan2030,S.L. Kanthan,4s,"Tall, good looking, confident and talented!

Zhang Zhizhen and Wang Xinyu (from China  ) advance to the final of mixed doubles tennis at the #Olympics 

They got here after beating Australia and the Netherlands. 

And will be facing Czechia on Friday evening for the gold."
208,30,38,317,10,8962,@Bonoise23Dz,ᴀʟɢᴇ́ʀɪᴇɴɴᴇ ²¹³,4s,"مدرب الملاكمة الإيطالية يتحدث عن المقابلة ضد بنت الجزائر إيمان خليف "" بندرتها ""

#الجزائر 
#Paris2024   
#AngelaCarini 
#Olympics"
209,26,63,206,5,16714,@VigilantFox,The Vigilant Fox,4s,"Read More:

Female boxer yells 'this is unjust' and falls to her knees in tears as she quits fight against 'biologically male' Olympic opponent"
210,3,33,172,4,6905,@F3ndiPapi,Turbo,4s,U really dumb if u think Algeria is sending a transgender to the Olympics to represent them
211,28,87,264,12,25364,@BSO,Robert Littal BSO,4s,You would think she was Deontay wilder the way people are talking. She’s been boxing for 6 years in multiple tournaments including the last Olympics and it wasn’t an issue until now. She’s not even elite just average amateur boxer. Once again much ado about nothing
